name,affiliation,role,gender,tags,sector,type,cvr_person,cvr_affiliation,description
Lars-Göran Nordström,NORDEA AB,Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,Member of the Board of Directors. Nordea Bank.
Lennart Jacobsen,NORDEA AB,Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,"Executive Vice President, Head of Retail Banking and Country Senior Executive in Swede"
Mads G. Jakobsen,NORDEA AB,Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,"Executive Vice President, Deputy Head of Retail Banking and Country Senior Executive in Denmark."
Robin Lawther,NORDEA AB,Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,Member of the Board of Directors. Nordea Bank.
Snorre Storset,NORDEA AB,Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4004275926,NA,"Executive Vice President, Head of Wealth Management and Country Senior Executive in Norway."
Tom Knutzen 35932,NORDEA AB,Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4004009133,NA,Member of the Board of Directors. Nordea Bank.
Torsten Hagen Joergensen,NORDEA AB,Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,"Deputy CEO and Group Chief Operating Officer (COO), Executive Vice President, Head of Group Corporate Centre."
Kari Stadigh,NORDEA AB,Member,Women,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,Member of the Board of Directors. Nordea Bank.
Marie Elisabeth Ehrling,NORDEA AB,Vice chairman,Women,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,Deputy Chairman of the Board of Directors. Nordea Bank.
Sarah Russell,NORDEA AB,Member,Women,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,Member of the Board of Directors. Nordea Bank.
Silvija Seres,NORDEA AB,Member,Women,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,Member of the Board of Directors. Nordea Bank.
Björn Wahlroos,NORDEA AB (Direktion),Chairman,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,Chairman of the Board of Directors. Nordea Bank.
Casper Wilhelm von Koskull,NORDEA AB (Direktion),Chief executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,CEO and president at Nordea.
Erik Ekman,NORDEA AB (Direktion),Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,"Executive Vice President,"
Lennart Jacobsen,NORDEA AB (Direktion),Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,"Executive Vice President, Head of Retail Banking and Country Senior Executive in Swede"
Mads G. Jakobsen,NORDEA AB (Direktion),Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,"Executive Vice President, Deputy Head of Retail Banking and Country Senior Executive in Denmark."
Snorre Storset,NORDEA AB (Direktion),Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4004275926,NA,"Executive Vice President, Head of Wealth Management and Country Senior Executive in Norway."
Torsten Hagen Joergensen,NORDEA AB (Direktion),Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,NA,"Deputy CEO and Group Chief Operating Officer (COO), Executive Vice President, Head of Group Corporate Centre."
Ari Antero Kaperi,NORDEA FINANS DANMARK A/S,Chairman,Men,"Banks, Corporation, Finance",Corporations,Banks,4006834690,89805910,Automatisk CVR import at 2017-09-29 11:30:18: Ari Antero Kaperi som formand i CVR 89805910 (2017-03-06 - NA).
Bjoern Boeje Jensen,NORDEA FINANS DANMARK A/S,Chief executive,Men,"Banks, Corporation, Finance",Corporations,Banks,4004121666,89805910,Automatisk CVR import at 2017-09-29 11:30:18: Bjoern Boeje Jensen som adm. dir. i CVR 89805910 (2017-03-01 - NA).
Jan Anders Ljungqvist,NORDEA FINANS DANMARK A/S,Member,Men,"Banks, Corporation, Finance",Corporations,Banks,4006546496,89805910,Automatisk CVR import at 2017-09-29 11:30:18: Jan Anders Ljungqvist som bestyrelsesmedlem i CVR 89805910 (2016-05-12 - NA).
Peter Hupfeld,NORDEA FINANS DANMARK A/S,Member,Men,"Banks, Corporation, Finance",Corporations,Banks,4004119884,89805910,Automatisk CVR import at 2017-09-29 11:30:18: Peter Hupfeld som bestyrelsesmedlem i CVR 89805910 (2015-12-07 - NA).
Peter Lybecker,NORDEA FINANS DANMARK A/S,Vice chairman,Men,"Banks, Corporation, Finance",Corporations,Banks,4003917331,89805910,Automatisk CVR import at 2017-09-29 11:30:18: Peter Lybecker som naestformand i CVR 89805910 (2015-09-01 - NA).
Anna Maria Storaakers,NORDEA FINANS DANMARK A/S,Member,Women,"Banks, Corporation, Finance",Corporations,Banks,4004286454,89805910,Automatisk CVR import at 2017-09-29 11:30:18: Anna Maria Storaakers som bestyrelse i CVR 89805910 (2013-05-31 - NA).
Topi Tapani Manner,NORDEA FINANS DANMARK A/S,Member,Women,"Banks, Corporation, Finance",Corporations,Banks,4006297465,89805910,Automatisk CVR import at 2017-09-29 11:30:18: Topi Tapani Manner som bestyrelsesmedlem i CVR 89805910 (2015-09-01 - NA).
Ejvind Naesvang Jensen,NORDEA IVAERKSAETTERFOND,Member,Men,"Foundation, Innovation, Corporation, Banks, Finance",Foundations,Banks,4004109497,60783128,Automatisk CVR import at 2017-09-29 11:21:05: Ejvind Naesvang Jensen som bestyrelsesmedlem i CVR 60783128 (2015-12-22 - NA).
Jens Langeland-Knudsen,NORDEA IVAERKSAETTERFOND,Chairman,Men,"Foundation, Innovation, Corporation, Banks, Finance",Foundations,Banks,4000056231,60783128,Automatisk CVR import at 2017-09-29 11:21:05: Jens Langeland-Knudsen som formand i CVR 60783128 (2015-12-22 - NA).
Peter Cordsen,NORDEA IVAERKSAETTERFOND,Member,Men,"Foundation, Innovation, Corporation, Banks, Finance",Foundations,Banks,4003947343,60783128,Automatisk CVR import at 2016-03-12 18:02:18: BESTYRELSE i NORDEA IVAERKSAETTERFOND (1987-01-21 - ).
Claus Henrik Greve,NORDEA KREDIT REALKREDITAKTIESELSKAB,Executive,Men,"Corporation, Finance, Housing",Corporations,Finance,4004178127,15134275,Automatisk CVR import at 2016-03-12 18:02:19: DIREKTION i NORDEA KREDIT REALKREDITAKTIESELSKAB (2015-01-15 - ).
Frank Vang-Jensen,NORDEA KREDIT REALKREDITAKTIESELSKAB,Chairman,Men,"Corporation, Finance, Housing",Corporations,Finance,4004078231,15134275,Automatisk CVR import at 2017-09-29 08:44:36: Frank Vang-Jensen som formand i CVR 15134275 (2017-05-30 - NA).
Hans Nicklas Ilebrand,NORDEA KREDIT REALKREDITAKTIESELSKAB,Member,Men,"Corporation, Finance, Housing",Corporations,Finance,4006822848,15134275,Automatisk CVR import at 2017-09-29 08:44:36: Hans Nicklas Ilebrand som bestyrelsesmedlem i CVR 15134275 (2017-01-01 - NA).
Joergen Holm Jensen,NORDEA KREDIT REALKREDITAKTIESELSKAB,Member,Men,"Corporation, Finance, Housing",Corporations,Finance,4003945470,15134275,Automatisk CVR import at 2016-03-12 18:02:18: BESTYRELSE i NORDEA KREDIT REALKREDITAKTIESELSKAB (2003-04-03 - ).
Kim Skov Jensen,NORDEA KREDIT REALKREDITAKTIESELSKAB,Member,Men,"Corporation, Finance, Housing",Corporations,Finance,4004096128,15134275,Automatisk CVR import at 2016-03-12 18:02:18: BESTYRELSE i NORDEA KREDIT REALKREDITAKTIESELSKAB (2012-03-28 - ).
Peter Rüdiger Smith,NORDEA KREDIT REALKREDITAKTIESELSKAB,Chief executive,Men,"Corporation, Finance, Housing",Corporations,Finance,4005994921,15134275,Automatisk CVR import at 2017-09-29 08:44:36: Peter Rüdiger Smith som adm. dir. i CVR 15134275 (2016-12-12 - NA).
Torben Laustsen,NORDEA KREDIT REALKREDITAKTIESELSKAB,Member,Men,"Corporation, Finance, Housing",Corporations,Finance,4004135758,15134275,Automatisk CVR import at 2017-09-29 08:44:36: Torben Laustsen som bestyrelsesmedlem i CVR 15134275 (2017-01-01 - NA).
Anne Roemer,NORDEA KREDIT REALKREDITAKTIESELSKAB,Member,Women,"Corporation, Finance, Housing",Corporations,Finance,4004012283,15134275,Automatisk CVR import at 2017-09-29 08:44:36: Anne Roemer som bestyrelsesmedlem i CVR 15134275 (2017-01-01 - NA).
Kamilla Hammerich Skytte 196713,NORDEA KREDIT REALKREDITAKTIESELSKAB,Chief executive,Women,"Corporation, Finance, Housing",Corporations,Finance,4006895373,15134275,Automatisk CVR import at 2017-09-29 08:44:36: Kamilla Hammerich Skytte som direktoer i CVR 15134275 (2017-04-04 - NA).
Bent Tjoernemark,Nordea Liv & Pension,Member,Men,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4003987102,24260577,Nordea Bank
Gustaf Sebastian Björnson Unger,Nordea Liv & Pension,Chairman,Men,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4007009869,24260577,Automatisk CVR import at 2017-09-29 10:56:04: Gustaf Sebastian Björnson Unger som formand i CVR 24260577 (2017-07-07 - NA).
Hans Arnum,Nordea Liv & Pension,Member,Men,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4000562987,24260577,Automatisk CVR import at 2017-09-29 10:56:04: Hans Arnum som bestyrelsesmedlem i CVR 24260577 (2017-03-01 - NA).
Kent Petersen 19514,Nordea Liv & Pension,Member,Men,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4004032049,24260577,Automatisk CVR import at 2017-09-29 10:56:04: Kent Petersen som bestyrelsesmedlem i CVR 24260577 (2016-04-25 - NA).
Mads Skovlund Pedersen,Nordea Liv & Pension,Member,Men,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4006674459,24260577,Automatisk CVR import at 2017-09-29 10:56:04: Mads Skovlund Pedersen som bestyrelsesmedlem i CVR 24260577 (2016-09-06 - NA).
Michael Frisch,Nordea Liv & Pension,Member,Men,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4004091616,24260577,Automatisk CVR import at 2017-09-29 10:56:04: Michael Frisch som bestyrelsesmedlem i CVR 24260577 (2016-09-06 - NA).
Peter Gaemelke,Nordea Liv & Pension,Member,Men,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4000066429,24260577,"professionelt bestyrelsesmedlem, udpeget af TryghedsGruppen"
Peter Thomsen 30863,Nordea Liv & Pension,Member,Men,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4004157778,24260577,Medarbejdervalgt medlem
Steen Michael Erichsen,Nordea Liv & Pension,Chief executive,Men,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4004161532,24260577,NA
Anne Marie Nielsen 38679,Nordea Liv & Pension,Vice chairman,Women,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4004107509,24260577,Medarbejdervalgt medlem
Bettina Biel-Courtney,Nordea Liv & Pension,Member,Women,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4004176346,24260577,Medarbejdervalgt medlem
Hanna Sigrid Jacobsson,Nordea Liv & Pension,Member,Women,"Banks, Corporation, FINA, Finance, Insurance, Pensions",Corporations,Banks,4006674458,24260577,Automatisk CVR import at 2017-09-29 10:56:04: Hanna Sigrid Jacobsson som bestyrelsesmedlem i CVR 24260577 (2016-09-06 - NA).
Palle Gyldenloeve,Nordea Pension,Executive,Men,"Corporation, FINA, Banks, Pensions, Finance",Corporations,Banks,4003893250,10239702,Automatisk CVR import at 2016-03-12 18:02:19: DIREKTION i Nordea Pension (1996-01-10 - ).
Soeren Tang Kristensen,Nordea Pension,Member,Men,"Corporation, FINA, Banks, Pensions, Finance",Corporations,Banks,4004044543,10239702,Automatisk CVR import at 2016-03-12 18:02:19: BESTYRELSE i Nordea Pension (2013-02-28 - ).
Gitte Minet Aggerholm,Nordea Pension,Member,Women,"Corporation, FINA, Banks, Pensions, Finance",Corporations,Banks,4004011042,10239702,Automatisk CVR import at 2016-03-12 18:02:19: BESTYRELSE i Nordea Pension (2008-04-01 - ).
Henning Steffen Christensen,NORDJYSK LAANEFOND,Chairman,Men,"Foundation, Innovation, Banks, Finance, Politics, Regional",Foundations,Banks,4004100406,31368529,Automatisk CVR import at 2016-03-12 18:02:30: formand i NORDJYSK LAANEFOND (2008-07-01 - ).
Jens Ole Jensen 15630,NORDJYSK LAANEFOND,Member,Men,"Foundation, Innovation, Banks, Finance, Politics, Regional",Foundations,Banks,4000561654,31368529,Automatisk CVR import at 2016-03-12 18:02:30: BESTYRELSE i NORDJYSK LAANEFOND (2007-01-01 - ).
John Büchler Bertelsen,NORDJYSK LAANEFOND,Member,Men,"Foundation, Innovation, Banks, Finance, Politics, Regional",Foundations,Banks,4004142558,31368529,Automatisk CVR import at 2016-03-12 18:02:30: BESTYRELSESMEDLEM i NORDJYSK LAANEFOND (2015-04-09 - ).
Leo Skjoedt Mikkelsen,NORDJYSK LAANEFOND,Member,Men,"Foundation, Innovation, Banks, Finance, Politics, Regional",Foundations,Banks,4003894714,31368529,Automatisk CVR import at 2016-03-12 18:02:30: BESTYRELSE i NORDJYSK LAANEFOND (2011-01-01 - ).
Birte Dyrberg,NORDJYSK LAANEFOND,Member,Women,"Foundation, Innovation, Banks, Finance, Politics, Regional",Foundations,Banks,4000234038,31368529,Automatisk CVR import at 2016-03-12 18:02:30: BESTYRELSE i NORDJYSK LAANEFOND (2007-01-01 - ).
Arne Iversen Ugilt,Nordjyske Bank,Member,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000062215,30828712,Automatisk CVR import at 2016-03-12 18:02:30: BESTYRELSESMEDLEM i Nordjyske Bank (2015-05-12 - ).
Carl Aage Petersen,Nordjyske Bank,Chief executive,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4006443340,30828712,Automatisk CVR import at 2016-03-12 18:02:32: DIREKTOER i Nordjyske Bank (2015-12-15 - ).
Claus Andersen 6225,Nordjyske Bank,Executive,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4004172403,30828712,Automatisk CVR import at 2016-03-12 18:02:32: DIREKTION i Nordjyske Bank (2010-12-01 - ).
Finn Aaen,Nordjyske Bank,Member,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4004189151,30828712,Automatisk CVR import at 2016-03-12 18:02:32: BESTYRELSESMEDLEM i Nordjyske Bank (2015-05-12 - ).
Henrik Lintner,Nordjyske Bank,Member,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000070139,30828712,Automatisk CVR import at 2016-03-12 18:02:30: BESTYRELSE i Nordjyske Bank (2007-03-13 - ).
John Christian Aasted,Nordjyske Bank,Member,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000369170,30828712,Automatisk CVR import at 2016-03-12 18:02:31: BESTYRELSESMEDLEM i Nordjyske Bank (2015-03-31 - ).
Mads Ole Hvolby,Nordjyske Bank,Chairman,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000097659,30828712,Automatisk CVR import at 2016-03-12 18:02:30: FORMAND i Nordjyske Bank (2015-03-31 - ).
Mikael Toldbod Jakobsen,Nordjyske Bank,Executive,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4003896403,30828712,Automatisk CVR import at 2016-03-12 18:02:31: DIREKTION i Nordjyske Bank (2010-12-01 - ).
Morten Jensen 26688,Nordjyske Bank,Member,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000329218,30828712,Automatisk CVR import at 2016-03-12 18:02:31: BESTYRELSESMEDLEM i Nordjyske Bank (2015-03-31 - ).
Per Lykkegaard Christensen,Nordjyske Bank,Member,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000130474,30828712,Automatisk CVR import at 2016-03-12 18:02:30: BESTYRELSE i Nordjyske Bank (2008-03-05 - ).
Poul Soee Jeppesen,Nordjyske Bank,Member,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4004108787,30828712,Automatisk CVR import at 2016-03-12 18:02:31: BESTYRELSESMEDLEM i Nordjyske Bank (2015-03-31 - ).
Sten Uggerhoej,Nordjyske Bank,Vice chairman,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000061462,30828712,Automatisk CVR import at 2017-09-29 11:06:31: Sten Uggerhoej som naestformand i CVR 30828712 (2017-03-07 - NA).
Anne Kaptain,Nordjyske Bank,Member,Women,"Corporation, FINA, Banks, Finance",Corporations,Banks,4004129706,30828712,Automatisk CVR import at 2017-09-29 11:06:31: Anne Gammelgaard Kaptain som bestyrelsesmedlem i CVR 30828712 (2017-03-07 - NA).
Hanne Karlshoej,Nordjyske Bank,Member,Women,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000283271,30828712,Automatisk CVR import at 2016-03-12 18:02:31: BESTYRELSE i Nordjyske Bank (2002-03-13 - ).
Carsten Anders Brandt,Nordstjernen Holding,Member,Men,"Corporation, FINA, Finance",Corporations,Finance,4003882142,10038200,Automatisk CVR import at 2016-03-12 18:02:32: BESTYRELSESMEDLEM i Nordstjernen Holding (2015-11-23 - ).
Hasse Bjoern Rasmussen,Nordstjernen Holding,Executive,Men,"Corporation, FINA, Finance",Corporations,Finance,4003935946,10038200,Automatisk CVR import at 2016-03-12 18:02:32: DIREKTION i Nordstjernen Holding (1986-01-10 - ).
Klaus Elkjaer Rasmussen,Nordstjernen Holding,Member,Men,"Corporation, FINA, Finance",Corporations,Finance,2698004,10038200,Automatisk CVR import at 2016-03-12 18:02:32: BESTYRELSE i Nordstjernen Holding (2008-12-04 - ).
Henrik Lundum,NOVI A/S,Chief executive,Men,"Corporation, Finance, Venture- og kapitalfonde",Corporations,Finance,4004100253,30505247,Automatisk CVR import at 2017-09-29 11:05:47: Henrik Lundum som adm. dir. i CVR 30505247 (2016-11-01 - NA).
Henrik Soerensen 12845,NOVI A/S,Vice chairman,Men,"Corporation, Finance, Venture- og kapitalfonde",Corporations,Finance,4000116905,30505247,Automatisk CVR import at 2016-03-12 18:02:40: naestformand i NOVI A/S (2009-01-23 - ).
Jes Vibech Laursen,NOVI A/S,Member,Men,"Corporation, Finance, Venture- og kapitalfonde",Corporations,Finance,4000164268,30505247,Automatisk CVR import at 2016-03-12 18:02:41: BESTYRELSE i NOVI A/S (2012-11-13 - ).
Mogens Noergaard 26392,NOVI A/S,Member,Men,"Corporation, Finance, Venture- og kapitalfonde",Corporations,Finance,4000139669,30505247,Automatisk CVR import at 2016-03-12 18:02:41: BESTYRELSE i NOVI A/S (2010-03-25 - ).
Thomas Kastrup-Larsen,NOVI A/S,Chairman,Men,"Corporation, Finance, Venture- og kapitalfonde",Corporations,Finance,4004033070,30505247,Automatisk CVR import at 2016-03-12 18:02:41: formand i NOVI A/S (2014-03-13 - ).
Tommy Eggers,NOVI A/S,Member,Men,"Corporation, Finance, Venture- og kapitalfonde",Corporations,Finance,4004170883,30505247,Automatisk CVR import at 2016-03-12 18:02:41: BESTYRELSE i NOVI A/S (2014-03-13 - ).
Anna Kirsten Olesen,NOVI A/S,Member,Women,"Corporation, Finance, Venture- og kapitalfonde",Corporations,Finance,4004081595,30505247,Automatisk CVR import at 2017-09-29 11:05:47: Anna Kirsten Olesen som bestyrelsesmedlem i CVR 30505247 (2016-07-01 - NA).
Inger Askehave,NOVI A/S,Member,Women,"Corporation, Finance, Venture- og kapitalfonde",Corporations,Finance,4000474602,30505247,Automatisk CVR import at 2016-03-12 18:02:41: BESTYRELSE i NOVI A/S (2011-08-01 - ).
Göran Ando 10063,NOVO A/S,Member,Men,"Corporation, Venture- og kapitalfonde, Finance",Corporations,Finance,4004277471,24257630,Automatisk CVR import at 2016-03-12 18:02:41: BESTYRELSE i NOVO A/S (2006-04-28 - ).
Jeppe Christiansen,NOVO A/S,Member,Men,"Corporation, Venture- og kapitalfonde, Finance",Corporations,Finance,4004146542,24257630,Automatisk CVR import at 2016-03-12 18:02:41: BESTYRELSE i NOVO A/S (2009-05-01 - ).
Kasim Kutay,NOVO A/S,Chief executive,Men,"Corporation, Venture- og kapitalfonde, Finance",Corporations,Finance,4006658628,24257630,Automatisk CVR import at 2017-09-29 10:55:47: Kasim Kutay som adm. dir. i CVR 24257630 (2016-11-01 - NA).
Lars Rebien Soerensen,NOVO A/S,Member,Men,"Corporation, Venture- og kapitalfonde, Finance",Corporations,Finance,4003990636,24257630,Automatisk CVR import at 2017-09-29 10:55:47: Lars Rebien Soerensen som bestyrelsesmedlem i CVR 24257630 (2017-03-17 - NA).
Per Wold-Olsen 29970,NOVO A/S,Member,Men,"Corporation, Venture- og kapitalfonde, Finance",Corporations,Finance,4004279976,24257630,Automatisk CVR import at 2016-03-12 18:02:41: BESTYRELSE i NOVO A/S (2011-12-01 - ).
Peter Helt Jacobsen Haahr 196691,NOVO A/S,Chief executive,Men,"Corporation, Venture- og kapitalfonde, Finance",Corporations,Finance,4004002079,24257630,Automatisk CVR import at 2017-09-29 10:55:47: Peter Helt Jacobsen Haahr som direktoer i CVR 24257630 (2016-11-01 - NA).
Steen Riisgaard 33898,NOVO A/S,Member,Men,"Corporation, Venture- og kapitalfonde, Finance",Corporations,Finance,4000231028,24257630,Automatisk CVR import at 2016-03-12 18:02:41: BESTYRELSE i NOVO A/S (2013-03-19 - ).
Sten Scheibye,NOVO A/S,Chairman,Men,"Corporation, Venture- og kapitalfonde, Finance",Corporations,Finance,4000697577,24257630,Automatisk CVR import at 2016-03-12 18:02:41: formand i NOVO A/S (2013-03-19 - ).
Allan Kragh Thaysen,Nykredit Forsikring (note),Executive,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4003878342,14506187,Automatisk CVR import at 2016-03-12 18:02:52: DIREKTION i Nykredit Forsikring (note) (2012-08-15 - ).
Carl Joakim Brandt,Nykredit Forsikring (note),Member,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000164486,14506187,Automatisk CVR import at 2016-03-12 18:02:52: BESTYRELSE i Nykredit Forsikring (note) (2012-05-07 - ).
Erik Ranberg,Nykredit Forsikring (note),Executive,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4004235611,14506187,Automatisk CVR import at 2016-03-12 18:02:52: DIREKTION i Nykredit Forsikring (note) (2010-05-12 - ).
Jens Eghoej Nielsen,Nykredit Forsikring (note),Vice chairman,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000212410,14506187,Automatisk CVR import at 2016-03-12 18:02:52: naestformand i Nykredit Forsikring (note) (2010-02-23 - ).
Joergen Inge Ringdal,Nykredit Forsikring (note),Member,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4006583788,14506187,Automatisk CVR import at 2017-09-29 08:43:18: Joergen Inge Ringdal som bestyrelsesmedlem i CVR 14506187 (2016-04-26 - NA).
Kim Rud-Petersen,Nykredit Forsikring (note),Chief executive,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4004132699,14506187,Automatisk CVR import at 2017-09-29 08:43:18: Kim Rud-Petersen som adm. dir. i CVR 14506187 (2016-04-27 - NA).
Tommy Pedersen 35985,Nykredit Forsikring (note),Chairman,Men,"Corporation, FINA, Banks, Finance",Corporations,Banks,4003948812,14506187,Automatisk CVR import at 2017-09-29 08:43:18: Tommy Pedersen som formand i CVR 14506187 (2016-04-26 - NA).
Camilla Kisling,Nykredit Forsikring (note),Member,Women,"Corporation, FINA, Banks, Finance",Corporations,Banks,4000645887,14506187,Automatisk CVR import at 2016-03-12 18:02:52: BESTYRELSE i Nykredit Forsikring (note) (2010-02-23 - ).
Anders Jensen 677,Nykredit Holding A/S (bestyrelse),Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4004095410,12719248,Automatisk CVR import at 2016-03-12 18:02:51: DIREKTION i Nykredit (2014-09-01 - ).
Claus Erik Petersen,Nykredit Holding A/S (bestyrelse),Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4003834579,12719248,Automatisk CVR import at 2016-03-12 18:02:50: BESTYRELSE i Nykredit (2012-03-21 - ).
David Hellemann,Nykredit Holding A/S (bestyrelse),Chief executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4004166019,12719248,Automatisk CVR import at 2017-09-29 08:40:29: David Hellemann som direktoer i CVR 12719248 (2016-09-01 - NA).
Erling Bech Poulsen,Nykredit Holding A/S (bestyrelse),Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4000146910,12719248,Automatisk CVR import at 2016-03-12 18:02:50: BESTYRELSE i Nykredit (2009-03-25 - ).
Hans Hougaard Bang-Hansen,Nykredit Holding A/S (bestyrelse),Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4000159839,12719248,Automatisk CVR import at 2017-09-29 08:40:28: Hans Hougaard Bang-Hansen som bestyrelsesmedlem i CVR 12719248 (2016-03-16 - NA).
Hans-Ole Jochumsen,Nykredit Holding A/S (bestyrelse),Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,NA,12719248,NA
Helge Leiro Baastad 196772,Nykredit Holding A/S (bestyrelse),Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4006516698,12719248,Automatisk CVR import at 2017-09-29 08:40:29: Helge Leiro Baastad som bestyrelsesmedlem i CVR 12719248 (2016-03-16 - NA).
Kim Roennow Duus,Nykredit Holding A/S (bestyrelse),Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4003967263,12719248,Automatisk CVR import at 2016-03-12 18:02:50: DIREKTION i Nykredit (2009-05-15 - ).
Lasse Nyby,Nykredit Holding A/S (bestyrelse),Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4003960163,12719248,Automatisk CVR import at 2016-03-12 18:02:50: BESTYRELSE i Nykredit (2007-03-28 - ).
Michael Demsitz,Nykredit Holding A/S (bestyrelse),Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4004053797,12719248,Automatisk CVR import at 2016-03-12 18:02:51: BESTYRELSE i Nykredit (2004-03-31 - ).
Michael Rasmussen 25804,Nykredit Holding A/S (bestyrelse),Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4004093370,12719248,Automatisk CVR import at 2017-09-29 08:40:29: Michael Rasmussen som direktion i CVR 12719248 (2013-09-01 - NA).
Per Wetke Hallgren,Nykredit Holding A/S (bestyrelse),Member,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4000082857,12719248,Automatisk CVR import at 2017-09-29 08:40:28: Per Wetke Hallgren som bestyrelsesmedlem i CVR 12719248 (2016-03-16 - NA).
Soeren Holm,Nykredit Holding A/S (bestyrelse),Executive,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4003996549,12719248,Automatisk CVR import at 2016-03-12 18:02:51: DIREKTION i Nykredit (2006-03-01 - ).
Steffen Kragh 34034,Nykredit Holding A/S (bestyrelse),Chairman,Men,"Banks, Corporation, FINA, Finance",Corporations,Banks,4003968436,12719248,Automatisk CVR import at 2017-09-29 08:40:28: Steffen Kragh som formand i CVR 12719248 (2016-03-16 - NA).
Merete Helene Eldrup,Nykredit Holding A/S (bestyrelse),Vice chairman,Women,"Banks, Corporation, FINA, Finance",Corporations,Banks,4004003232,12719248,Automatisk CVR import at 2017-09-29 08:40:29: Merete Helene Eldrup som naestformand i CVR 12719248 (2016-03-16 - NA).
Nina Smith,Nykredit Holding A/S (bestyrelse),Vice chairman,Women,"Banks, Corporation, FINA, Finance",Corporations,Banks,4000183439,12719248,Automatisk CVR import at 2017-09-29 08:40:28: Nina Smith som naestformand i CVR 12719248 (2016-03-16 - NA).
Vibeke Krag,Nykredit Holding A/S (bestyrelse),Member,Women,"Banks, Corporation, FINA, Finance",Corporations,Banks,4004092457,12719248,Automatisk CVR import at 2017-09-29 08:40:29: Vibeke Krag som bestyrelsesmedlem i CVR 12719248 (2017-03-16 - NA).
